Transaction_ID,Date,Transaction_Type,Category,Sub_Category,Description,Amount,Payment_Method,Account,Income_Source,Budget
TXN01489,2025-02-02,Expense,Groceries,Supermarket,Grocery Shopping,2170.0,Credit Card,ICICI Bank,Not Applicable,8000.0
TXN01490,2025-04-18,Expense,Transportation,Vehicle Maintenance,Bus Ticket,224.0,Bank Transfer,HDFC Bank,Not Applicable,5000.0
TXN01491,2025-10-30,Expense,Entertainment,Gaming,Movie Ticket,2178.0,Debit Card,HDFC Bank,Not Applicable,4000.0
TXN01492,2025-08-28,Expense,Healthcare,Doctor Visit,Medicine Purchase,6437.0,Cash,Axis Bank,Not Applicable,5000.0
TXN01493,2025-12-11,Expense,Shopping,Electronics,New Electronics,3117.0,Net Banking,ICICI Bank,Not Applicable,10000.0
TXN01494,2025-12-05,Expense,Food,Food Delivery,Coffee At Cafe,339.0,Bank Transfer,Cash Wallet,Not Applicable,8000.0
TXN01495,2025-11-09,Expense,Bills & Utilities,Mobile,Mobile Recharge,1994.0,Debit Card,SBI,Not Applicable,6000.0
TXN01496,2025-03-07,Expense,Transportation,Cab,Fuel Top-up,2009.0,UPI,HDFC Bank,Not Applicable,5000.0
TXN01497,2025-05-02,Expense,Groceries,Dairy & Bakery,Dairy Products,585.0,Credit Card,ICICI Bank,Not Applicable,8000.0
TXN01498,2025-01-21,Expense,Food,Restaurants,Fast Food Lunch,1068.0,Bank Transfer,SBI,Not Applicable,8000.0
TXN01499,2025-02-04,Expense,Personal Care,Gym Membership,Skincare Products,2530.0,Bank Transfer,Axis Bank,Not Applicable,4000.0
TXN01500,2025-03-26,Expense,Personal Care,Skincare,Gym Membership,1738.0,Credit Card,ICICI Bank,Not Applicable,4000.0
TXN01501,2025-04-13,Expense,Personal Care,Skincare,Haircut At Salon,1819.0,Credit Card,Axis Bank,Not Applicable,4000.0
TXN01502,2025-01-06,Expense,Shopping,Online Shopping,Online Shopping,4790.0,Bank Transfer,HDFC Bank,Not Applicable,10000.0
TXN01503,2025-11-04,Expense,Education,Online Course,Books Purchase,1365.0,Net Banking,HDFC Bank,Not Applicable,15000.0
TXN01504,2025-07-12,Expense,Transportation,Vehicle Maintenance,Car Service,2235.0,Credit Card,ICICI Bank,Not Applicable,5000.0
TXN01505,2025-08-28,Expense,Food,Restaurants,Food Delivery Order,1295.0,UPI,Axis Bank,Not Applicable,8000.0
TXN01506,2025-08-27,Expense,Shopping,Clothing,Amazon Purchase,10858.0,Net Banking,Cash Wallet,Not Applicable,10000.0
TXN01507,2025-12-19,Expense,Food,Fast Food,Weekend Brunch,218.0,Bank Transfer,HDFC Bank,Not Applicable,8000.0
TXN01508,2025-02-23,Expense,Groceries,Dairy & Bakery,Dairy Products,2780.0,Net Banking,Cash Wallet,Not Applicable,8000.0
TXN01509,2025-05-06,Expense,Groceries,Monthly Grocery,Grocery Shopping,3888.0,Cash,Axis Bank,Not Applicable,8000.0
TXN01510,2025-04-23,Expense,Healthcare,Medicine,Pharmacy Bill,5583.0,Cash,HDFC Bank,Not Applicable,5000.0
TXN01511,2025-07-21,Expense,Transportation,Bus,Car Service,2492.0,UPI,HDFC Bank,Not Applicable,5000.0
TXN01512,2025-07-12,Expense,Food,Cafe,Weekend Brunch,171.0,Credit Card,HDFC Bank,Not Applicable,8000.0
TXN01513,2025-10-16,Expense,Personal Care,Grooming,Grooming Kit,2668.0,Net Banking,Axis Bank,Not Applicable,4000.0
TXN01514,2025-07-24,Expense,Shopping,Electronics,Online Shopping,3935.0,UPI,SBI,Not Applicable,10000.0
TXN01515,2025-03-27,Expense,Personal Care,Salon,Skincare Products,2708.0,Net Banking,HDFC Bank,Not Applicable,4000.0
TXN01516,2025-07-26,Expense,Insurance,Term Plan,Vehicle Insurance,10684.0,UPI,Cash Wallet,Not Applicable,12000.0
TXN01517,2025-12-18,Expense,Bills & Utilities,Electricity,Water Bill,3310.0,Bank Transfer,Axis Bank,Not Applicable,6000.0
TXN01518,2025-07-31,Expense,Personal Care,Gym Membership,Skincare Products,389.0,UPI,HDFC Bank,Not Applicable,4000.0
TXN01519,2025-08-05,Expense,Insurance,Life Insurance,Term Plan Premium,14576.0,Credit Card,HDFC Bank,Not Applicable,12000.0
TXN01520,2025-03-06,Expense,Bills & Utilities,Internet,Water Bill,3839.0,Credit Card,HDFC Bank,Not Applicable,6000.0
TXN01521,2025-01-03,Expense,Education,College Fees,College Fees,12837.0,Debit Card,SBI,Not Applicable,15000.0
TXN01522,2025-03-18,Expense,Food,Cafe,Restaurant Dinner,1373.0,Debit Card,Axis Bank,Not Applicable,8000.0
TXN01523,2025-01-10,Expense,Insurance,Term Plan,Life Insurance Premium,7373.0,Bank Transfer,SBI,Not Applicable,12000.0
TXN01524,2025-06-15,Expense,Education,Books & Materials,Online Course Fee,18911.0,Net Banking,Cash Wallet,Not Applicable,15000.0
TXN01525,2025-11-19,Expense,Personal Care,Grooming,Haircut At Salon,1676.0,Credit Card,SBI,Not Applicable,4000.0
TXN01526,2025-06-13,Expense,Food,Cafe,Weekend Brunch,860.0,Debit Card,Axis Bank,Not Applicable,8000.0
TXN01527,2025-08-24,Expense,Food,Fast Food,Team Lunch,1492.0,Credit Card,ICICI Bank,Not Applicable,8000.0
TXN01528,2025-11-09,Expense,Personal Care,Skincare,Haircut At Salon,2265.0,Net Banking,Cash Wallet,Not Applicable,4000.0
TXN01529,2025-10-06,Expense,Groceries,Monthly Grocery,Supermarket Bill,3047.0,Net Banking,Cash Wallet,Not Applicable,8000.0
TXN01530,2025-08-26,Expense,Entertainment,Netflix Subscription,Netflix Subscription,475.0,Bank Transfer,Axis Bank,Not Applicable,4000.0
TXN01531,2025-10-14,Expense,Entertainment,Concerts,Gaming Purchase,2736.0,Cash,Axis Bank,Not Applicable,4000.0
TXN01532,2025-04-13,Expense,Bills & Utilities,Water,Mobile Recharge,3145.0,Net Banking,Axis Bank,Not Applicable,6000.0
TXN01533,2025-06-03,Expense,Healthcare,Lab Test,Lab Test,5897.0,Bank Transfer,Axis Bank,Not Applicable,5000.0
TXN01534,2025-05-26,Expense,Groceries,Vegetables & Fruits,Grocery Shopping,4652.0,Net Banking,ICICI Bank,Not Applicable,8000.0
TXN01535,2025-10-19,Expense,Food,Cafe,Weekend Brunch,1097.0,Debit Card,ICICI Bank,Not Applicable,8000.0
TXN01536,2025-05-30,Expense,Groceries,Supermarket,Vegetables & Fruits,1610.0,Debit Card,SBI,Not Applicable,8000.0
TXN01537,2025-12-09,Expense,Bills & Utilities,Mobile,Water Bill,4274.0,Debit Card,Axis Bank,Not Applicable,6000.0
TXN01538,2025-03-10,Expense,Transportation,Bus,Bus Ticket,438.0,Debit Card,Axis Bank,Not Applicable,5000.0
TXN01539,2025-03-04,Expense,Transportation,Metro,Uber Ride,1990.0,Debit Card,Axis Bank,Not Applicable,5000.0
TXN01540,2025-09-19,Expense,Shopping,Online Shopping,Flipkart Order,8014.0,Cash,ICICI Bank,Not Applicable,10000.0
TXN01541,2025-10-06,Expense,Food,Food Delivery,Team Lunch,808.0,Bank Transfer,ICICI Bank,Not Applicable,8000.0
TXN01542,2025-09-05,Expense,Transportation,Metro,Bus Ticket,865.0,Cash,SBI,Not Applicable,5000.0
TXN01543,2025-04-23,Expense,Healthcare,Doctor Visit,Lab Test,7147.0,Net Banking,Cash Wallet,Not Applicable,5000.0
TXN01544,2025-01-04,Expense,Transportation,Cab,Petrol Refill,1974.0,Net Banking,Cash Wallet,Not Applicable,5000.0
TXN01545,2025-04-28,Expense,Personal Care,Salon,Haircut At Salon,904.0,Debit Card,HDFC Bank,Not Applicable,4000.0
TXN01546,2025-06-20,Expense,Groceries,Monthly Grocery,Dairy Products,3325.0,Debit Card,ICICI Bank,Not Applicable,8000.0
TXN01547,2025-05-31,Expense,Transportation,Bus,Cab Ride,125.0,Credit Card,Axis Bank,Not Applicable,5000.0
TXN01548,2025-12-03,Expense,Travel,Trip Package,Trip Package,14620.0,Debit Card,Cash Wallet,Not Applicable,15000.0
TXN01549,2025-11-12,Expense,Travel,Flight,Flight Ticket,9415.0,Cash,Axis Bank,Not Applicable,15000.0
TXN01550,2025-10-10,Expense,Shopping,Accessories,Amazon Purchase,2282.0,UPI,HDFC Bank,Not Applicable,10000.0
TXN01551,2025-01-09,Expense,Bills & Utilities,Mobile,Unknown,1129.0,UPI,Axis Bank,Not Applicable,6000.0
TXN01552,2025-02-16,Expense,Shopping,Clothing,Flipkart Order,3070.0,Debit Card,Axis Bank,Not Applicable,10000.0
TXN01553,2025-06-08,Expense,Insurance,Life Insurance,Life Insurance Premium,2546.0,Debit Card,SBI,Not Applicable,12000.0
TXN01554,2025-08-15,Expense,Food,Cafe,Team Lunch,200.0,UPI,Cash Wallet,Not Applicable,8000.0
TXN01555,2025-09-06,Expense,Education,Course Fee,Books Purchase,21336.0,Cash,HDFC Bank,Not Applicable,15000.0
TXN01556,2025-04-19,Expense,Groceries,Vegetables & Fruits,Grocery Shopping,5124.0,Debit Card,ICICI Bank,Not Applicable,8000.0
TXN01557,2025-02-10,Expense,Food,Restaurants,Weekend Brunch,119.0,Net Banking,HDFC Bank,Not Applicable,8000.0
TXN01558,2025-04-30,Expense,Groceries,Monthly Grocery,Dairy Products,5348.0,Cash,Axis Bank,Not Applicable,8000.0
TXN01559,2025-10-17,Expense,Entertainment,Gaming,Movie Ticket,531.0,Net Banking,Cash Wallet,Not Applicable,4000.0
TXN01560,2025-12-27,Expense,Food,Cafe,Food Delivery Order,467.0,Cash,SBI,Not Applicable,8000.0
TXN01561,2025-12-10,Expense,Education,Books & Materials,Certification Fee,19652.0,Net Banking,Cash Wallet,Not Applicable,15000.0
TXN01562,2025-08-05,Expense,Shopping,Accessories,Clothing Shopping,607.0,UPI,Axis Bank,Not Applicable,10000.0
TXN01563,2025-02-03,Expense,Shopping,Electronics,New Electronics,2447.0,Cash,Cash Wallet,Not Applicable,10000.0
TXN01564,2025-12-20,Expense,Groceries,Dairy & Bakery,Supermarket Bill,753.0,UPI,Cash Wallet,Not Applicable,8000.0
TXN01565,2025-02-25,Expense,Transportation,Vehicle Maintenance,Bus Ticket,661.0,UPI,SBI,Not Applicable,5000.0
TXN01566,2025-04-08,Expense,Healthcare,Doctor Visit,Medicine Purchase,3332.0,Cash,Axis Bank,Not Applicable,5000.0
TXN01567,2025-12-22,Expense,Groceries,Supermarket,Monthly Grocery,3769.0,UPI,HDFC Bank,Not Applicable,8000.0
TXN01568,2025-07-03,Expense,Groceries,Monthly Grocery,Grocery Shopping,1953.0,Credit Card,HDFC Bank,Not Applicable,8000.0
TXN01569,2025-03-14,Expense,Entertainment,Gaming,Movie Ticket,2008.0,Bank Transfer,SBI,Not Applicable,4000.0
TXN01570,2025-07-03,Expense,Bills & Utilities,Mobile,Mobile Recharge,514.0,Cash,ICICI Bank,Not Applicable,6000.0
TXN01572,2025-04-26,Expense,Shopping,Online Shopping,Amazon Purchase,2289.0,Bank Transfer,ICICI Bank,Not Applicable,10000.0
TXN01573,2025-12-14,Expense,Shopping,Online Shopping,Accessories Purchase,3268.0,UPI,Axis Bank,Not Applicable,10000.0
TXN01574,2025-04-19,Expense,Shopping,Electronics,New Electronics,9691.0,Credit Card,SBI,Not Applicable,10000.0
TXN01575,2025-11-22,Expense,Food,Cafe,Food Delivery Order,1493.0,Credit Card,Cash Wallet,Not Applicable,8000.0
TXN01576,2025-07-18,Expense,Transportation,Cab,Car Service,895.0,Bank Transfer,HDFC Bank,Not Applicable,5000.0
TXN01577,2025-08-28,Expense,Entertainment,Music,Gaming Purchase,1687.0,Credit Card,Cash Wallet,Not Applicable,4000.0
TXN01578,2025-09-14,Expense,Shopping,Accessories,Accessories Purchase,4711.0,Cash,HDFC Bank,Not Applicable,10000.0
TXN01579,2025-07-21,Expense,Shopping,Accessories,Online Shopping,6058.0,Cash,HDFC Bank,Not Applicable,10000.0
TXN01580,2025-01-13,Expense,Entertainment,Concerts,Spotify Subscription,2738.0,Bank Transfer,ICICI Bank,Not Applicable,4000.0
TXN01581,2025-12-02,Expense,Shopping,Online Shopping,New Electronics,9883.0,UPI,Cash Wallet,Not Applicable,10000.0
TXN01582,2025-06-23,Expense,Groceries,Dairy & Bakery,Dairy Products,1154.0,Cash,ICICI Bank,Not Applicable,8000.0
TXN01583,2025-08-28,Expense,Food,Cafe,Restaurant Dinner,788.0,Cash,Axis Bank,Not Applicable,8000.0
TXN01584,2025-07-22,Expense,Groceries,Vegetables & Fruits,Monthly Grocery,5215.0,Debit Card,Axis Bank,Not Applicable,8000.0
TXN01585,2025-08-29,Expense,Travel,Trip Package,Flight Ticket,25792.0,Cash,HDFC Bank,Not Applicable,15000.0
TXN01586,2025-05-10,Expense,Food,Food Delivery,Restaurant Dinner,1249.0,Cash,Axis Bank,Not Applicable,8000.0
TXN01587,2025-11-04,Expense,Insurance,Life Insurance,Term Plan Premium,13613.0,Net Banking,HDFC Bank,Not Applicable,12000.0
TXN01588,2025-03-23,Expense,Personal Care,Salon,Grooming Kit,2639.0,Net Banking,HDFC Bank,Not Applicable,4000.0
TXN01589,2025-08-27,Expense,Food,Cafe,Team Lunch,327.0,Debit Card,SBI,Not Applicable,8000.0
TXN01590,2025-07-30,Expense,Bills & Utilities,Internet,Electricity Bill,397.0,Bank Transfer,Cash Wallet,Not Applicable,6000.0
TXN01591,2025-07-03,Expense,Personal Care,Gym Membership,Grooming Kit,997.0,Net Banking,SBI,Not Applicable,4000.0
TXN01592,2025-01-09,Expense,Bills & Utilities,Internet,Mobile Recharge,326.0,Net Banking,Axis Bank,Not Applicable,6000.0
TXN01593,2025-05-23,Expense,Other,Subscriptions,Donation,1226.0,Net Banking,SBI,Not Applicable,5000.0
TXN01594,2025-01-18,Expense,Food,Fast Food,Fast Food Lunch,793.0,Net Banking,ICICI Bank,Not Applicable,8000.0
TXN01595,2025-07-03,Expense,Healthcare,Doctor Visit,Pharmacy Bill,2034.0,Credit Card,HDFC Bank,Not Applicable,5000.0
TXN01596,2025-09-09,Expense,Food,Food Delivery,Restaurant Dinner,890.0,Credit Card,Cash Wallet,Not Applicable,8000.0
TXN01597,2025-07-10,Expense,Personal Care,Skincare,Skincare Products,1329.0,Credit Card,HDFC Bank,Not Applicable,4000.0
TXN01598,2025-10-04,Expense,Bills & Utilities,Water,Internet Bill,4389.0,Credit Card,ICICI Bank,Not Applicable,6000.0
TXN01599,2025-05-12,Expense,Transportation,Fuel,Bus Ticket,384.0,Debit Card,Cash Wallet,Not Applicable,5000.0
TXN01600,2025-04-22,Expense,Food,Fast Food,Restaurant Dinner,340.0,UPI,Cash Wallet,Not Applicable,8000.0
TXN01601,2025-06-13,Expense,Healthcare,Lab Test,Medical Checkup,3055.0,Bank Transfer,HDFC Bank,Not Applicable,5000.0
TXN01602,2025-03-25,Expense,Groceries,Supermarket,Grocery Shopping,682.0,UPI,ICICI Bank,Not Applicable,8000.0
TXN01603,2025-10-20,Expense,Food,Food Delivery,Restaurant Dinner,1217.0,Cash,ICICI Bank,Not Applicable,8000.0
TXN01604,2025-10-23,Expense,Transportation,Vehicle Maintenance,Bus Ticket,1837.0,Net Banking,HDFC Bank,Not Applicable,5000.0
TXN01605,2025-06-02,Expense,Food,Restaurants,Food Delivery Order,942.0,Credit Card,Cash Wallet,Not Applicable,8000.0
TXN01606,2025-10-17,Expense,Shopping,Electronics,Amazon Purchase,6682.0,UPI,Axis Bank,Not Applicable,10000.0
TXN01607,2025-01-10,Expense,Food,Cafe,Food Delivery Order,361.0,Cash,Cash Wallet,Not Applicable,8000.0
TXN01608,2025-02-26,Expense,Groceries,Dairy & Bakery,Dairy Products,5817.0,Credit Card,Cash Wallet,Not Applicable,8000.0
TXN01609,2025-04-14,Expense,Food,Restaurants,Coffee At Cafe,932.0,Cash,HDFC Bank,Not Applicable,8000.0
TXN01610,2025-05-22,Expense,Bills & Utilities,Internet,Internet Bill,4775.0,Cash,ICICI Bank,Not Applicable,6000.0
TXN01611,2025-03-26,Expense,Groceries,Vegetables & Fruits,Vegetables & Fruits,1225.0,Cash,Cash Wallet,Not Applicable,8000.0
TXN01612,2025-07-06,Expense,Food,Restaurants,Restaurant Dinner,597.0,UPI,Axis Bank,Not Applicable,8000.0
TXN01613,2025-10-17,Expense,Shopping,Online Shopping,Amazon Purchase,4155.0,Cash,SBI,Not Applicable,10000.0
TXN01614,2025-06-16,Expense,Food,Food Delivery,Food Delivery Order,246.0,UPI,SBI,Not Applicable,8000.0
TXN01615,2025-06-13,Expense,Entertainment,Netflix Subscription,Concert Ticket,901.0,Credit Card,SBI,Not Applicable,4000.0
TXN01616,2025-01-22,Expense,Transportation,Metro,Fuel Top-up,517.0,Bank Transfer,HDFC Bank,Not Applicable,5000.0
TXN01617,2025-04-13,Expense,Bills & Utilities,Mobile,Electricity Bill,1037.0,Net Banking,HDFC Bank,Not Applicable,6000.0
TXN01618,2025-10-22,Expense,Entertainment,Netflix Subscription,Concert Ticket,2003.0,Debit Card,Axis Bank,Not Applicable,4000.0
TXN01619,2025-10-23,Expense,Shopping,Accessories,Online Shopping,8932.0,Net Banking,Cash Wallet,Not Applicable,10000.0
TXN01620,2025-02-08,Expense,Travel,Flight,Hotel Booking,12755.0,Bank Transfer,ICICI Bank,Not Applicable,15000.0
TXN01621,2025-01-08,Expense,Food,Cafe,Coffee At Cafe,141.0,Credit Card,HDFC Bank,Not Applicable,8000.0
TXN01622,2025-10-31,Expense,Insurance,Health Insurance,Vehicle Insurance,9304.0,Bank Transfer,SBI,Not Applicable,12000.0
TXN01623,2025-03-05,Expense,Healthcare,Medicine,Pharmacy Bill,5323.0,Cash,Axis Bank,Not Applicable,5000.0
TXN01624,2025-07-29,Expense,Bills & Utilities,Water,Internet Bill,3583.0,Cash,Cash Wallet,Not Applicable,6000.0
TXN01625,2025-10-29,Expense,Bills & Utilities,Mobile,Internet Bill,2312.0,Net Banking,ICICI Bank,Not Applicable,6000.0
TXN01626,2025-10-15,Expense,Transportation,Donation,Donation,1142.0,Bank Transfer,SBI,Not Applicable,5000.0
TXN01627,2025-07-20,Expense,Bills & Utilities,Electricity,Electricity Bill,2781.0,Debit Card,Cash Wallet,Not Applicable,6000.0
TXN01628,2025-05-18,Expense,Entertainment,Concerts,Netflix Subscription,2225.0,UPI,Axis Bank,Not Applicable,4000.0
TXN01629,2025-10-10,Expense,Transportation,Cab,Cab Ride,1547.0,UPI,Cash Wallet,Not Applicable,5000.0
TXN01630,2025-09-11,Expense,Food,Food Delivery,Fast Food Lunch,770.0,Net Banking,HDFC Bank,Not Applicable,8000.0
TXN01631,2025-11-02,Expense,Bills & Utilities,Internet,Water Bill,999.0,Bank Transfer,ICICI Bank,Not Applicable,6000.0
TXN01632,2025-07-07,Expense,Other,Miscellaneous,Donation,1545.0,Credit Card,ICICI Bank,Not Applicable,5000.0
TXN01633,2025-12-10,Expense,Transportation,Metro,Metro Card Recharge,1710.0,Debit Card,SBI,Not Applicable,5000.0
TXN01634,2025-10-08,Expense,Shopping,Online Shopping,Amazon Purchase,10230.0,Cash,HDFC Bank,Not Applicable,10000.0
TXN01635,2025-01-24,Expense,Groceries,Vegetables & Fruits,Vegetables & Fruits,3793.0,Bank Transfer,SBI,Not Applicable,8000.0
TXN01636,2025-04-18,Expense,Food,Cafe,Food Delivery Order,1068.0,Debit Card,HDFC Bank,Not Applicable,8000.0
TXN01637,2025-10-19,Expense,Bills & Utilities,Internet,Mobile Recharge,1315.0,Credit Card,ICICI Bank,Not Applicable,6000.0
TXN01638,2025-02-12,Expense,Food,Cafe,Food Delivery Order,241.0,Bank Transfer,ICICI Bank,Not Applicable,8000.0
TXN01639,2025-09-16,Expense,Shopping,Clothing,Clothing Shopping,5488.0,Debit Card,Cash Wallet,Not Applicable,10000.0
TXN01640,2025-05-05,Expense,Rent,Monthly Rent,House Rent,14933.0,Net Banking,ICICI Bank,Not Applicable,20000.0
TXN01641,2025-03-17,Expense,Food,Fast Food,Food Delivery Order,1030.0,Debit Card,HDFC Bank,Not Applicable,8000.0
TXN01642,2025-07-17,Expense,Healthcare,Medical Consultation,Pharmacy Bill,1665.0,Cash,ICICI Bank,Not Applicable,5000.0
TXN01643,2025-12-07,Expense,Groceries,Supermarket,Grocery Shopping,1001.0,Credit Card,SBI,Not Applicable,8000.0
TXN01644,2025-11-24,Expense,Other,Subscriptions,Gift Purchase,1198.0,Cash,HDFC Bank,Not Applicable,5000.0
TXN01645,2025-05-28,Expense,Transportation,Vehicle Maintenance,Uber Ride,925.0,Debit Card,SBI,Not Applicable,5000.0
TXN01646,2025-01-02,Expense,Personal Care,Grooming,Grooming Kit,510.0,Cash,Cash Wallet,Not Applicable,4000.0
TXN01647,2025-11-20,Expense,Transportation,Bus,Petrol Refill,389.0,Bank Transfer,Axis Bank,Not Applicable,5000.0
TXN01648,2025-11-24,Expense,Travel,Flight,Trip Package,33858.0,Debit Card,HDFC Bank,Not Applicable,15000.0
TXN01649,2025-08-09,Expense,Groceries,Supermarket,Dairy Products,654.0,UPI,Cash Wallet,Not Applicable,8000.0
TXN01650,2025-08-18,Expense,Transportation,Bus,Cab Ride,113.0,Cash,HDFC Bank,Not Applicable,5000.0
TXN01651,2025-07-12,Expense,Travel,Flight,Trip Package,26944.0,Credit Card,HDFC Bank,Not Applicable,15000.0
TXN01652,2025-01-05,Expense,Food,Cafe,Coffee At Cafe,461.0,Net Banking,Axis Bank,Not Applicable,8000.0
TXN01653,2025-02-28,Expense,Food,Fast Food,Team Lunch,876.0,Bank Transfer,Axis Bank,Not Applicable,8000.0
TXN01654,2025-02-22,Expense,Other,Donation,Gift Purchase,2683.0,Debit Card,ICICI Bank,Not Applicable,5000.0
TXN01655,2025-11-30,Expense,Insurance,Vehicle Insurance,Term Plan Premium,14883.0,Bank Transfer,Axis Bank,Not Applicable,12000.0
TXN01656,2025-01-19,Expense,Groceries,Supermarket,Vegetables & Fruits,4044.0,Net Banking,Axis Bank,Not Applicable,8000.0
TXN01657,2025-07-23,Expense,Other,Gifts,Subscription Fee,1549.0,Credit Card,Cash Wallet,Not Applicable,5000.0
TXN01658,2025-05-13,Expense,Transportation,Bus,Bus Ticket,268.0,Net Banking,HDFC Bank,Not Applicable,5000.0
TXN01659,2025-01-03,Expense,Groceries,Dairy & Bakery,Grocery Shopping,4402.0,Debit Card,Cash Wallet,Not Applicable,8000.0
TXN01660,2025-12-02,Expense,Groceries,Supermarket,Grocery Shopping,1340.0,Bank Transfer,HDFC Bank,Not Applicable,8000.0
TXN01661,2025-01-07,Expense,Rent,Monthly Rent,House Rent,18909.0,Debit Card,Axis Bank,Not Applicable,20000.0
TXN01662,2025-11-09,Expense,Rent,Monthly Rent,House Rent,15002.0,Cash,SBI,Not Applicable,20000.0
TXN01663,2025-10-11,Expense,Personal Care,Gym Membership,Gym Membership,1873.0,UPI,SBI,Not Applicable,4000.0
TXN01664,2025-10-17,Expense,Groceries,Supermarket,Monthly Grocery,2717.0,Cash,HDFC Bank,Not Applicable,8000.0
TXN01665,2025-03-01,Expense,Bills & Utilities,Electricity,Electricity Bill,2693.0,Bank Transfer,ICICI Bank,Not Applicable,6000.0
TXN01666,2025-11-18,Expense,Groceries,Vegetables & Fruits,Supermarket Bill,2851.0,Debit Card,ICICI Bank,Not Applicable,8000.0
TXN01667,2025-08-07,Expense,Food,Fast Food,Food Delivery Order,1320.0,Net Banking,Cash Wallet,Not Applicable,8000.0
TXN01668,2025-05-27,Expense,Personal Care,Grooming,Gym Membership,995.0,Debit Card,Cash Wallet,Not Applicable,4000.0
TXN01669,2025-09-06,Expense,Insurance,Vehicle Insurance,Life Insurance Premium,8433.0,Net Banking,Axis Bank,Not Applicable,12000.0
TXN01670,2025-05-05,Expense,Groceries,Dairy & Bakery,Monthly Grocery,4698.0,Bank Transfer,SBI,Not Applicable,8000.0
TXN01671,2025-04-12,Expense,Transportation,Bus,Fuel Top-up,854.0,Debit Card,ICICI Bank,Not Applicable,5000.0
TXN01672,2025-04-16,Expense,Rent,Monthly Rent,House Rent,18137.0,Cash,SBI,Not Applicable,20000.0
TXN01673,2025-07-27,Expense,Entertainment,Music,Gaming Purchase,518.0,Bank Transfer,Cash Wallet,Not Applicable,4000.0
TXN01674,2025-08-08,Expense,Shopping,Accessories,Clothing Shopping,2865.0,Debit Card,ICICI Bank,Not Applicable,10000.0
TXN01675,2025-03-29,Expense,Travel,Hotel,Weekend Getaway,3961.0,Credit Card,Cash Wallet,Not Applicable,15000.0
TXN01676,2025-03-31,Expense,Travel,Trip Package,Hotel Booking,9770.0,Debit Card,SBI,Not Applicable,15000.0
TXN01677,2025-12-12,Expense,Personal Care,Gym Membership,Gym Membership,1496.0,Cash,Axis Bank,Not Applicable,4000.0
TXN01678,2025-07-07,Expense,Personal Care,Gym Membership,Skincare Products,2309.0,Cash,HDFC Bank,Not Applicable,4000.0
TXN01679,2025-11-10,Expense,Personal Care,Skincare,Gym Membership,559.0,Bank Transfer,Cash Wallet,Not Applicable,4000.0
TXN01680,2025-05-01,Expense,Transportation,Bus,Petrol Refill,1584.0,Bank Transfer,SBI,Not Applicable,5000.0
TXN01681,2025-04-16,Expense,Food,Fast Food,Food Delivery Order,1158.0,Debit Card,Axis Bank,Not Applicable,8000.0
TXN01682,2025-04-14,Expense,Food,Restaurants,Food Delivery Order,1235.0,Bank Transfer,HDFC Bank,Not Applicable,8000.0
TXN01683,2025-07-13,Expense,Transportation,Fuel,Petrol Refill,1335.0,UPI,HDFC Bank,Not Applicable,5000.0
TXN01684,2025-10-12,Expense,Travel,Train,Weekend Getaway,9933.0,Debit Card,Axis Bank,Not Applicable,15000.0
TXN01685,2025-07-02,Expense,Transportation,Bus,Petrol Refill,1908.0,Cash,ICICI Bank,Not Applicable,5000.0
TXN01686,2025-04-18,Expense,Insurance,Vehicle Insurance,Vehicle Insurance,4047.0,UPI,ICICI Bank,Not Applicable,12000.0
TXN01687,2025-12-17,Expense,Transportation,Fuel,Fuel Top-up,1743.0,UPI,SBI,Not Applicable,5000.0
TXN01688,2025-07-28,Expense,Healthcare,Lab Test,Medical Checkup,6328.0,Credit Card,HDFC Bank,Not Applicable,5000.0
TXN01689,2025-05-24,Expense,Food,Fast Food,Restaurant Dinner,641.0,UPI,ICICI Bank,Not Applicable,8000.0
TXN01690,2025-01-04,Expense,Food,Food Delivery,Coffee At Cafe,707.0,Credit Card,HDFC Bank,Not Applicable,8000.0
TXN01691,2025-07-25,Expense,Personal Care,Skincare,Skincare Products,1288.0,UPI,ICICI Bank,Not Applicable,4000.0
TXN01692,2025-08-15,Expense,Shopping,Online Shopping,Online Shopping,7113.0,Net Banking,ICICI Bank,Not Applicable,10000.0
TXN01693,2025-12-05,Expense,Personal Care,Skincare,Grooming Kit,2476.0,Bank Transfer,SBI,Not Applicable,4000.0
TXN01694,2025-03-26,Expense,Food,Restaurants,Weekend Brunch,745.0,UPI,Axis Bank,Not Applicable,8000.0
TXN01695,2025-03-01,Expense,Groceries,Supermarket,Vegetables & Fruits,2066.0,Bank Transfer,ICICI Bank,Not Applicable,8000.0
TXN01696,2025-12-31,Expense,Transportation,Metro,Cab Ride,1879.0,Net Banking,ICICI Bank,Not Applicable,5000.0
TXN01697,2025-07-20,Expense,Travel,Trip Package,Train Ticket,29089.0,Bank Transfer,SBI,Not Applicable,15000.0
TXN01698,2025-01-10,Expense,Travel,Hotel,Trip Package,12131.0,UPI,ICICI Bank,Not Applicable,15000.0
TXN01699,2025-02-08,Expense,Groceries,Vegetables & Fruits,Vegetables & Fruits,4548.0,Cash,Cash Wallet,Not Applicable,8000.0
TXN01700,2025-06-23,Expense,Personal Care,Grooming,Gym Membership,1900.0,Net Banking,Cash Wallet,Not Applicable,4000.0
